;roberta_com;DATE;SIGN;vaders
359;0.986513361462257;12-11-2014;aries;0.9332
360;0.22066669736306055;12-12-2014;aries;-0.34
361;-0.5256515070796013;12-13-2014;aries;-0.2782
362;-0.6200275644659996;12-15-2014;aries;0.0129
363;-0.7886953363632755;12-16-2014;aries;-0.5919
364;0.6473498307168484;12-17-2014;aries;0.6126
365;0.5919881965965033;12-18-2014;aries;0.9408
366;-0.12542597204446793;12-19-2014;aries;0.4346
367;0.9476413286756724;12-20-2014;aries;0.7096
368;0.4891658425331116;12-21-2014;aries;0.5567
369;0.8926849355921149;12-22-2014;aries;0.6597
370;-0.28278224542737007;12-23-2014;aries;0.5106
371;0.16103579103946686;12-24-2014;aries;0.6808
372;-0.35221055150032043;12-25-2014;aries;0.3313
373;0.7432522550225258;12-26-2014;aries;0.8402
374;-0.12151767313480377;12-27-2014;aries;-0.1908
375;0.3569007143378258;12-28-2014;aries;-0.1386
376;0.11132556200027466;12-29-2014;aries;-0.3699
377;0.5493560787290335;12-30-2014;aries;0.765
378;-0.6031510382890701;12-31-2014;aries;-0.8675
379;-0.07944481074810028;01-01-2015;aries;0.1189
380;0.777382168918848;01-02-2015;aries;0.2617
381;0.728539003059268;01-03-2015;aries;0.6705
382;-0.38603705233556346;01-04-2015;aries;0.8603
383;-0.7520870791129517;01-05-2015;aries;0.3134
384;0.4646567106246948;01-06-2015;aries;0.4767
385;-0.5779577940702438;01-07-2015;aries;0.1556
386;0.529769167304039;01-08-2015;aries;0.2263
387;-0.81878859717859;01-09-2015;aries;0.3382
388;-0.002399235963821411;01-10-2015;aries;-0.296
389;-0.611847061663866;01-11-2015;aries;0.5511
390;0.45551303774118423;01-12-2015;aries;0.8248
391;0.23744796216487885;01-13-2015;aries;0.0836
392;-0.7140788693922084;01-14-2015;aries;0.25
393;-0.06984806060791016;01-15-2015;aries;0.6808
394;0.9804775291122496;01-16-2015;aries;0.9753
395;0.8386892136186361;01-17-2015;aries;-0.115
396;0.9287585760466754;01-18-2015;aries;0.8689
397;0.8819275751648143;01-19-2015;aries;0.8863
398;0.769869319416244;01-20-2015;aries;-0.1154
399;-0.032714784145355225;01-21-2015;aries;-0.6985
400;0.1705455631017685;01-22-2015;aries;0.1476
401;0.8017715821042657;01-23-2015;aries;0.8604
402;-0.7343010120093822;01-24-2015;aries;-0.5106
403;0.4964207634329796;01-25-2015;aries;0.6752
404;-0.27033221842838634;01-26-2015;aries;0.3933
405;0.3384884127073534;01-27-2015;aries;0.7845
406;-0.13664796948432922;01-28-2015;aries;-0.34
407;-0.7308826837688684;01-29-2015;aries;0.128
408;-0.12715978920459747;01-30-2015;aries;0.3484
409;0.12435976412056471;01-31-2015;aries;0.7579
410;0.4797176420688629;02-01-2015;aries;0.7964
411;-0.11899183690547943;02-02-2015;aries;0.802
412;0.7720352988690138;02-03-2015;aries;0.8991
413;0.2990628145635128;02-04-2015;aries;0.7684
414;-0.6646850444376469;02-05-2015;aries;0.7184
415;0.7273941012099385;02-06-2015;aries;0.5423
416;0.219204843044281;02-07-2015;aries;-0.09
417;0.9227907895656401;02-08-2015;aries;0.6195
418;0.8219775687903166;02-09-2015;aries;0.8807
419;-0.590259850025177;02-10-2015;aries;-0.4624
420;0.7397152967751026;02-12-2015;aries;-0.1531
421;-0.627715266917316;02-13-2015;aries;0.6565
422;0.9843086203287837;02-14-2015;aries;0.9468
423;0.3981386236846447;02-15-2015;aries;-0.7684
424;-0.31166720390319824;02-16-2015;aries;0.1531
425;-0.6677151005715132;02-17-2015;aries;-0.6818
426;-0.48079389706254005;02-18-2015;aries;0.5789
427;0.23682894557714462;02-19-2015;aries;0.2263
428;0.2528093531727791;02-20-2015;aries;0.4588
429;0.8383805067278445;02-21-2015;aries;0.8201
430;0.005081653594970703;02-22-2015;aries;-0.5423
431;-0.4755777269601822;02-23-2015;aries;-0.2942
432;-0.6735898833721876;02-24-2015;aries;0.8933
433;0.5874717906117439;02-25-2015;aries;0.3083
434;-0.2406531646847725;02-26-2015;aries;0.4118
435;0.029062703251838684;02-27-2015;aries;0.6124
436;0.9399061840958893;02-28-2015;aries;0.8074
437;0.7280305065214634;03-01-2015;aries;0.7992
438;0.9141598050482571;03-02-2015;aries;0.81
439;0.9489380892235083;03-03-2015;aries;0.8818
440;0.931844315957278;03-04-2015;aries;0.9294
441;-0.31911884248256683;03-05-2015;aries;-0.1832
442;-0.16090388596057892;03-06-2015;aries;0.2617
443;0.1425713300704956;03-07-2015;aries;0.9117
444;0.8638707869686186;03-08-2015;aries;0.1779
445;0.8715364616364241;03-09-2015;aries;0.7677
446;0.7710990197956562;03-10-2015;aries;0.952
447;0.7553053954616189;03-11-2015;aries;0.0878
448;-0.18755532801151276;03-12-2015;aries;-0.1695
449;0.15469469130039215;03-13-2015;aries;0.4019
450;0.04767102287238972;03-14-2015;aries;0.2313
451;0.6834632577374578;03-15-2015;aries;0.8225
452;0.7690991903655231;03-16-2015;aries;0.3182
453;0.23174098134040833;03-17-2015;aries;0.4404
454;-0.3242381811141968;03-18-2015;aries;0.1027
455;-0.14185896314871752;03-19-2015;aries;-0.0039
456;0.9610135488955929;03-20-2015;aries;0.4404
457;-0.04480037360193572;03-21-2015;aries;-0.6293
458;0.14167898893356323;03-22-2015;aries;-0.3182
459;-0.34443806674707333;03-23-2015;aries;0.1275
460;0.9300755981821567;03-24-2015;aries;-0.034
461;-0.17880293726921082;03-25-2015;aries;0.5789
462;0.6119572520256042;03-26-2015;aries;0.7351
463;0.514177929610014;03-27-2015;aries;-0.3125
464;-0.7144056297838688;03-28-2015;aries;-0.1312
465;-0.09244736089988714;03-29-2015;aries;0.4378
466;0.5035868326477309;03-30-2015;aries;-0.3612
467;0.31892726570367813;04-01-2015;aries;-0.3983
468;0.7504654992649257;04-02-2015;aries;0.3182
469;0.013598740100860596;04-03-2015;aries;0.8519
470;-0.4535273350775242;04-04-2015;aries;0.4854
471;0.9518192338291556;04-05-2015;aries;0.8834
472;0.8565784255042672;04-06-2015;aries;0.8977
473;-0.36218476964144525;04-07-2015;aries;0.5187
474;-0.7919923402369022;04-08-2015;aries;-0.128
475;0.41326477378606796;04-09-2015;aries;0.3094
476;0.766684154048562;04-10-2015;aries;0.8874
477;0.9065842106938362;04-11-2015;aries;0.9391
478;0.3236141949892044;04-12-2015;aries;0.4137
479;0.23879237473011017;04-13-2015;aries;0.9457
480;0.7645875019952655;04-14-2015;aries;0.935
481;-0.2742466554045677;04-15-2015;aries;0.8838
482;-0.786434181034565;04-17-2015;aries;-0.25
483;0.20836148814273023;04-18-2015;aries;0.5657
484;-0.6719651911407709;04-19-2015;aries;0.128
485;0.274623402930701;04-20-2015;aries;0.549
486;0.24354398250579834;04-21-2015;aries;0.6705
487;-0.48873999156057835;04-22-2015;aries;0.5423
488;-0.16713204979896545;04-23-2015;aries;-0.8481
489;0.8244562400504947;04-24-2015;aries;0.8025
490;0.8008943269960582;04-25-2015;aries;0.7992
491;0.37896016985177994;04-26-2015;aries;0.0231
492;-0.31771639734506607;04-27-2015;aries;-0.7096
493;0.9601781922392547;04-28-2015;aries;0.8898
494;0.8249333379790187;04-29-2015;aries;0.9105
495;0.6399861555546522;04-30-2015;aries;-0.0144
496;-0.1897602677345276;05-01-2015;aries;-0.544
497;-0.26915954798460007;05-02-2015;aries;0.6705
498;0.788003334775567;05-03-2015;aries;0.3993
499;0.24799029517115923;05-04-2015;aries;0.8314
500;0.8304762896150351;05-05-2015;aries;0.867
501;0.8840597640535095;05-06-2015;aries;0.9042
502;-0.3856716752052307;05-08-2015;aries;0.7579
503;0.17703115940093994;05-09-2015;aries;0.7845
504;-0.5500059127807617;05-10-2015;aries;-0.8749
505;0.8157104753940091;05-11-2015;aries;0.8883
506;-0.7366787346963566;05-13-2015;aries;-0.4019
507;0.783123604953289;05-14-2015;aries;0.8537
508;0.9808633560314775;05-15-2015;aries;0.8977
509;0.6419415846467018;05-16-2015;aries;0.4404
510;0.6623521968722343;05-17-2015;aries;0.5778
511;0.9429559367708862;05-18-2015;aries;0.9555
512;0.43969040364027023;05-19-2015;aries;0.7096
513;-0.21485763043165207;05-20-2015;aries;-0.4215
